name,served,landed,predict_land,internal_name,has_own_internalname,iname_eq_filename_ci,registry_owner,class_abstract,parent,cookrule_eff,shipping_version,pool_eff,hero,xp,n_objectives,path
Earthtank_DamageWithRocks_3,True,True,True,earthtank_damagewithrocks_3,True,True,Earthtank_DamageWithRocks_3,False,Earthtank_DamageWithRocks,Production,1.1,HunterMissions,Earthtank,20000,1,/Game/Loki/Core/Missions/HunterMissions/Earthtank/DA_Mission_Earthtank_DamageWithRocks_3.1
Earthtank_RMBAirDunk,True,False,False,,False,False,,True,,Production,1.1,HunterMissions,Earthtank,1000,1,/Game/Loki/Core/Missions/HunterMissions/Earthtank/DA_Mission_Earthtank_RMBAirDunk.1
Earthtank_RMBAirDunk_1,True,True,True,earthtank_rmbairdunk_1,True,True,Earthtank_RMBAirDunk_1,False,Earthtank_RMBAirDunk,Production,1.1,HunterMissions,Earthtank,10000,1,/Game/Loki/Core/Missions/HunterMissions/Earthtank/DA_Mission_Earthtank_RMBAirDunk_1.1
Earthtank_RMBAirDunk_2,True,True,True,earthtank_rmbairdunk_2,True,True,Earthtank_RMBAirDunk_2,False,Earthtank_RMBAirDunk,Production,1.1,HunterMissions,Earthtank,20000,1,/Game/Loki/Core/Missions/HunterMissions/Earthtank/DA_Mission_Earthtank_RMBAirDunk_2.1
Earthtank_RMBAirDunk_3,True,True,True,earthtank_rmbairdunk_3,True,True,Earthtank_RMBAirDunk_3,False,Earthtank_RMBAirDunk,Production,1.1,HunterMissions,Earthtank,20000,1,/Game/Loki/Core/Missions/HunterMissions/Earthtank/DA_Mission_Earthtank_RMBAirDunk_3.1
Farshot_Farknocks,True,False,False,,False,False,,True,,Never,,HunterMissions,FarShot,10000,1,/Game/Loki/Core/Missions/HunterMissions/Farshot/Farknocks/DA_Mission_Farshot_Farknocks.1
Farshot_Farknocks_1,True,True,True,Farshot_Farknocks_1,True,True,Farshot_Farknocks_1,False,Farshot_Farknocks,Production,0.23,HunterMissions,FarShot,10000,1,/Game/Loki/Core/Missions/HunterMissions/Farshot/Farknocks/DA_Mission_Farshot_Farknocks_1.1
Farshot_Farknocks_2,True,True,True,Farshot_Farknocks_2,True,True,Farshot_Farknocks_2,False,Farshot_Farknocks,Production,0.23,HunterMissions,FarShot,20000,1,/Game/Loki/Core/Missions/HunterMissions/Farshot/Farknocks/DA_Mission_Farshot_Farknocks_2.1
Farshot_Farknocks_3,True,True,True,Farshot_Farknocks_3,True,True,Farshot_Farknocks_3,False,Farshot_Farknocks,Production,0.23,HunterMissions,FarShot,20000,1,/Game/Loki/Core/Missions/HunterMissions/Farshot/Farknocks/DA_Mission_Farshot_Farknocks_3.1
Farshot_KnockAfterTP,True,False,False,,False,False,,True,,Never,,HunterMissions,FarShot,10000,1,/Game/Loki/Core/Missions/HunterMissions/Farshot/KnockAfterTP/DA_Mission_Farshot_KnockAfterTP.1
Farshot_KnockAfterTP_1,False,False,True,farshot_knockaftertp_1,True,True,Farshot_KnockAfterTP_1,False,Farshot_KnockAfterTP,Production,0.23,HunterMissions,FarShot,10000,1,/Game/Loki/Core/Missions/HunterMissions/Farshot/KnockAfterTP/DA_Mission_Farshot_KnockAfterTP_1.1
Farshot_KnockAfterTP_2,True,True,True,farshot_knockaftertp_2,True,True,Farshot_KnockAfterTP_2,False,Farshot_KnockAfterTP,Production,0.23,HunterMissions,FarShot,20000,1,/Game/Loki/Core/Missions/HunterMissions/Farshot/KnockAfterTP/DA_Mission_Farshot_KnockAfterTP_2.1
Farshot_KnockAfterTP_3,True,True,True,farshot_knockaftertp_3,True,True,Farshot_KnockAfterTP_3,False,Farshot_KnockAfterTP,Production,0.23,HunterMissions,FarShot,20000,1,/Game/Loki/Core/Missions/HunterMissions/Farshot/KnockAfterTP/DA_Mission_Farshot_KnockAfterTP_3.1
Farshot_QDetonates,True,False,False,,False,False,,True,,Never,,HunterMissions,FarShot,1000,1,/Game/Loki/Core/Missions/HunterMissions/Farshot/QDetonates/DA_Mission_Farshot_QDetonates.1
Farshot_QDetonates_1,True,True,True,farshot_QDetonates_1,True,True,Farshot_QDetonates_1,False,Farshot_QDetonates,Production,0.23,HunterMissions,FarShot,10000,1,/Game/Loki/Core/Missions/HunterMissions/Farshot/QDetonates/DA_Mission_Farshot_QDetonates_1.1
Farshot_QDetonates_2,True,True,True,farshot_QDetonates_2,True,True,Farshot_QDetonates_2,False,Farshot_QDetonates,Production,0.23,HunterMissions,FarShot,20000,1,/Game/Loki/Core/Missions/HunterMissions/Farshot/QDetonates/DA_Mission_Farshot_QDetonates_2.1
Farshot_QDetonates_3,True,True,True,farshot_QDetonates_3,True,True,Farshot_QDetonates_3,False,Farshot_QDetonates,Production,0.23,HunterMissions,FarShot,20000,1,/Game/Loki/Core/Missions/HunterMissions/Farshot/QDetonates/DA_Mission_Farshot_QDetonates_3.1
Firefox_EMultiHit_1,True,False,False,FirefoxEMultiHit_1,True,False,,False,Firefox_EMultiHit_Base,Production,0.16,HunterMissions,firefox,10000,1,/Game/Loki/Core/Missions/HunterMissions/Firefox/EMultiHit/DA_Mission_Firefox_EMultiHit_1.1
Firefox_EMultiHit_2,True,False,False,FirefoxEMultiHit_2,True,False,,False,Firefox_EMultiHit_Base,Production,0.16,HunterMissions,firefox,20000,1,/Game/Loki/Core/Missions/HunterMissions/Firefox/EMultiHit/DA_Mission_Firefox_EMultiHit_2.1
Firefox_EMultiHit_3,True,False,False,FirefoxEMultiHit_3,True,False,,False,Firefox_EMultiHit_Base,Production,0.16,HunterMissions,firefox,20000,1,/Game/Loki/Core/Missions/HunterMissions/Firefox/EMultiHit/DA_Mission_Firefox_EMultiHit_3.1
Firefox_EMultiHit_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,firefox,,1,/Game/Loki/Core/Missions/HunterMissions/Firefox/EMultiHit/DA_Mission_Firefox_EMultiHit_Base.1
Firefox_L2IgniteKnocks_1,True,True,True,Firefox_L2IgniteKnocks_1,True,True,Firefox_L2IgniteKnocks_1,False,Firefox_L2IgniteKnocks_Base,Production,0.16,HunterMissions,firefox,10000,1,/Game/Loki/Core/Missions/HunterMissions/Firefox/Level2IgniteKnock/DA_Mission_Firefox_L2IgniteKnocks_1.1
Firefox_L2IgniteKnocks_2,True,True,True,Firefox_L2IgniteKnocks_2,True,True,Firefox_L2IgniteKnocks_2,False,Firefox_L2IgniteKnocks_Base,Production,0.16,HunterMissions,firefox,20000,1,/Game/Loki/Core/Missions/HunterMissions/Firefox/Level2IgniteKnock/DA_Mission_Firefox_L2IgniteKnocks_2.1
Firefox_L2IgniteKnocks_3,True,True,True,Firefox_L2IgniteKnocks_3,True,True,Firefox_L2IgniteKnocks_3,False,Firefox_L2IgniteKnocks_Base,Production,0.16,HunterMissions,firefox,20000,1,/Game/Loki/Core/Missions/HunterMissions/Firefox/Level2IgniteKnock/DA_Mission_Firefox_L2IgniteKnocks_3.1
Firefox_L2IgniteKnocks_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,firefox,1000,1,/Game/Loki/Core/Missions/HunterMissions/Firefox/Level2IgniteKnock/DA_Mission_Firefox_L2IgniteKnocks_Base.1
Firefox_SpreadRMB_1,True,True,True,Firefox_SpreadRMB_1,True,True,Firefox_SpreadRMB_1,False,Firefox_SpreadRMB_Base,Production,0.16,HunterMissions,firefox,10000,1,/Game/Loki/Core/Missions/HunterMissions/Firefox/SpreadRMB/DA_Mission_Firefox_SpreadRMB_1.1
Firefox_SpreadRMB_2,True,True,True,Firefox_SpreadRMB_2,True,True,Firefox_SpreadRMB_2,False,Firefox_SpreadRMB_Base,Production,0.16,HunterMissions,firefox,20000,1,/Game/Loki/Core/Missions/HunterMissions/Firefox/SpreadRMB/DA_Mission_Firefox_SpreadRMB_2.1
Firefox_SpreadRMB_3,True,True,True,Firefox_SpreadRMB_3,True,True,Firefox_SpreadRMB_3,False,Firefox_SpreadRMB_Base,Production,0.16,HunterMissions,firefox,20000,1,/Game/Loki/Core/Missions/HunterMissions/Firefox/SpreadRMB/DA_Mission_Firefox_SpreadRMB_3.1
Firefox_SpreadRMB_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,firefox,,1,/Game/Loki/Core/Missions/HunterMissions/Firefox/SpreadRMB/DA_Mission_Firefox_SpreadRMB_Base.1
Flex_ConsecutiveLMBHits_1,True,False,False,FlexConsecutiveLMBHits_1,True,False,,False,Flex_ConsecutiveLMBHits_Base,Production,0.16,HunterMissions,flex,10000,1,/Game/Loki/Core/Missions/HunterMissions/Flex/Flex_ConsecutiveLMBHits/DA_Mission_Flex_ConsecutiveLMBHits_1.1
Flex_ConsecutiveLMBHits_2,True,False,False,FlexConsecutiveLMBHits_2,True,False,,False,Flex_ConsecutiveLMBHits_Base,Production,0.16,HunterMissions,flex,20000,1,/Game/Loki/Core/Missions/HunterMissions/Flex/Flex_ConsecutiveLMBHits/DA_Mission_Flex_ConsecutiveLMBHits_2.1
Flex_ConsecutiveLMBHits_3,True,False,False,FlexConsecutiveLMBHits_3,True,False,,False,Flex_ConsecutiveLMBHits_Base,Production,0.16,HunterMissions,flex,20000,1,/Game/Loki/Core/Missions/HunterMissions/Flex/Flex_ConsecutiveLMBHits/DA_Mission_Flex_ConsecutiveLMBHits_3.1
Flex_ConsecutiveLMBHits_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,flex,,1,/Game/Loki/Core/Missions/HunterMissions/Flex/Flex_ConsecutiveLMBHits/DA_Mission_Flex_ConsecutiveLMBHits_Base.1
Flex_KnocksAfterBindings_1,True,False,False,FlexKnocksAfterBindings_1,True,False,,False,Flex_KnocksAfterBindings_Base,Production,0.16,HunterMissions,flex,10000,1,/Game/Loki/Core/Missions/HunterMissions/Flex/DA_Mission_Flex_KnocksAfterBindings_1.1
Flex_KnocksAfterBindings_2,True,False,False,FlexKnocksAfterBindings_2,True,False,,False,Flex_KnocksAfterBindings_Base,Production,0.16,HunterMissions,flex,20000,1,/Game/Loki/Core/Missions/HunterMissions/Flex/DA_Mission_Flex_KnocksAfterBindings_2.1
Flex_KnocksAfterBindings_3,True,False,False,FlexKnocksAfterBindings_3,True,False,,False,Flex_KnocksAfterBindings_Base,Production,0.16,HunterMissions,flex,20000,1,/Game/Loki/Core/Missions/HunterMissions/Flex/DA_Mission_Flex_KnocksAfterBindings_3.1
Flex_KnocksAfterBindings_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,flex,,1,/Game/Loki/Core/Missions/HunterMissions/Flex/DA_Mission_Flex_KnocksAfterBindings_Base.1
Flex_QintoR_1,True,True,True,Flex_QintoR_1,True,True,Flex_QintoR_1,False,Flex_QintoR_Base,Production,0.16,HunterMissions,flex,10000,1,/Game/Loki/Core/Missions/HunterMissions/Flex/Flex_QintoR/DA_Mission_Flex_QintoR_1.1
Flex_QintoR_2,True,True,True,Flex_QintoR_2,True,True,Flex_QintoR_2,False,Flex_QintoR_Base,Production,0.16,HunterMissions,flex,20000,1,/Game/Loki/Core/Missions/HunterMissions/Flex/Flex_QintoR/DA_Mission_Flex_QintoR_2.1
Flex_QintoR_3,True,True,True,Flex_QintoR_3,True,True,Flex_QintoR_3,False,Flex_QintoR_Base,Production,0.16,HunterMissions,flex,20000,1,/Game/Loki/Core/Missions/HunterMissions/Flex/Flex_QintoR/DA_Mission_Flex_QintoR_3.1
Flex_QintoR_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,flex,,1,/Game/Loki/Core/Missions/HunterMissions/Flex/Flex_QintoR/DA_Mission_Flex_QintoR_Base.1
Freeze_BlockDamageWithWall_1,True,False,False,FreezeBlockDamageWithWall_1,True,False,,False,Freeze_BlockDamageWithWall_Base,Production,0.16,HunterMissions,freeze,10000,1,/Game/Loki/Core/Missions/HunterMissions/Freeze/EBlockDamage/DA_Mission_Freeze_BlockDamageWithWall_1.1
Freeze_BlockDamageWithWall_2,True,False,False,FreezeBlockDamageWithWall_2,True,False,,False,Freeze_BlockDamageWithWall_Base,Production,0.16,HunterMissions,freeze,20000,1,/Game/Loki/Core/Missions/HunterMissions/Freeze/EBlockDamage/DA_Mission_Freeze_BlockDamageWithWall_2.1
Freeze_BlockDamageWithWall_3,True,False,False,FreezeBlockDamageWithWall_3,True,False,,False,Freeze_BlockDamageWithWall_Base,Production,0.16,HunterMissions,freeze,20000,1,/Game/Loki/Core/Missions/HunterMissions/Freeze/EBlockDamage/DA_Mission_Freeze_BlockDamageWithWall_3.1
Freeze_BlockDamageWithWall_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,freeze,,1,/Game/Loki/Core/Missions/HunterMissions/Freeze/EBlockDamage/DA_Mission_Freeze_BlockDamageWithWall_Base.1
Freeze_RMultiStun_1,True,True,True,Freeze_RMultistun_1,True,True,Freeze_RMultiStun_1,False,Freeze_RMultiStun_Base,Production,0.16,HunterMissions,freeze,10000,1,/Game/Loki/Core/Missions/HunterMissions/Freeze/RMultiStun/DA_Mission_Freeze_RMultiStun_1.1
Freeze_RMultiStun_2,True,True,True,Freeze_RMultistun_2,True,True,Freeze_RMultiStun_2,False,Freeze_RMultiStun_Base,Production,0.16,HunterMissions,freeze,20000,1,/Game/Loki/Core/Missions/HunterMissions/Freeze/RMultiStun/DA_Mission_Freeze_RMultiStun_2.1
Freeze_RMultiStun_3,True,True,True,Freeze_RMultistun_3,True,True,Freeze_RMultiStun_3,False,Freeze_RMultiStun_Base,Production,0.16,HunterMissions,freeze,20000,1,/Game/Loki/Core/Missions/HunterMissions/Freeze/RMultiStun/DA_Mission_Freeze_RMultiStun_3.1
Freeze_RMultiStun_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,freeze,1000,1,/Game/Loki/Core/Missions/HunterMissions/Freeze/RMultiStun/DA_Mission_Freeze_RMultiStun_Base.1
Freeze_SkateKnocks_1,True,True,True,Freeze_SkateKnocks_1,True,True,Freeze_SkateKnocks_1,False,Freeze_SkateKnocks_Base,Production,0.16,HunterMissions,freeze,10000,1,/Game/Loki/Core/Missions/HunterMissions/Freeze/SkateKnocks/DA_Mission_Freeze_SkateKnocks_1.1
Freeze_SkateKnocks_2,True,True,True,Freeze_SkateKnocks_2,True,True,Freeze_SkateKnocks_2,False,Freeze_SkateKnocks_Base,Production,0.16,HunterMissions,freeze,20000,1,/Game/Loki/Core/Missions/HunterMissions/Freeze/SkateKnocks/DA_Mission_Freeze_SkateKnocks_2.1
Freeze_SkateKnocks_3,True,True,True,Freeze_SkateKnocks_3,True,True,Freeze_SkateKnocks_3,False,Freeze_SkateKnocks_Base,Production,0.16,HunterMissions,freeze,20000,1,/Game/Loki/Core/Missions/HunterMissions/Freeze/SkateKnocks/DA_Mission_Freeze_SkateKnocks_3.1
Freeze_SkateKnocks_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,freeze,,1,/Game/Loki/Core/Missions/HunterMissions/Freeze/SkateKnocks/DA_Mission_Freeze_SkateKnocks_Base.1
Gunner_DamageWithBarbed_01,True,False,False,GunnerDamageWithBarbedWire_01,True,False,,False,Gunner_DamageWithBarbed_Base,Production,0.16,HunterMissions,gunner,10000,1,/Game/Loki/Core/Missions/HunterMissions/Gunner/DamageWithBarbed/DA_Mission_Gunner_DamageWithBarbed_01.1
Gunner_DamageWithBarbed_02,True,False,False,GunnerDamageWithBarbedWire_02,True,False,,False,Gunner_DamageWithBarbed_Base,Production,0.16,HunterMissions,gunner,20000,1,/Game/Loki/Core/Missions/HunterMissions/Gunner/DamageWithBarbed/DA_Mission_Gunner_DamageWithBarbed_02.1
Gunner_DamageWithBarbed_03,True,False,False,GunnerDamageWithBarbedWire_03,True,False,,False,Gunner_DamageWithBarbed_Base,Production,0.16,HunterMissions,gunner,20000,1,/Game/Loki/Core/Missions/HunterMissions/Gunner/DamageWithBarbed/DA_Mission_Gunner_DamageWithBarbed_03.1
Gunner_DamageWithBarbed_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,gunner,1000,1,/Game/Loki/Core/Missions/HunterMissions/Gunner/DamageWithBarbed/DA_Mission_Gunner_DamageWithBarbed_Base.1
Gunner_LMBSiegeMode_1,True,False,False,GunnerLMBSiegeMode_1,True,False,,False,Gunner_LMBSiegeMode_Base,Production,0.16,HunterMissions,gunner,10000,1,/Game/Loki/Core/Missions/HunterMissions/Gunner/LMBSiegeMode/DA_Mission_Gunner_LMBSiegeMode_1.1
Gunner_LMBSiegeMode_2,True,False,False,GunnerLMBSiegeMode_2,True,False,,False,Gunner_LMBSiegeMode_Base,Production,0.16,HunterMissions,gunner,20000,1,/Game/Loki/Core/Missions/HunterMissions/Gunner/LMBSiegeMode/DA_Mission_Gunner_LMBSiegeMode_2.1
Gunner_LMBSiegeMode_3,True,False,False,GunnerLMBSiegeMode_3,True,False,,False,Gunner_LMBSiegeMode_Base,Production,0.16,HunterMissions,gunner,20000,1,/Game/Loki/Core/Missions/HunterMissions/Gunner/LMBSiegeMode/DA_Mission_Gunner_LMBSiegeMode_3.1
Gunner_LMBSiegeMode_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,gunner,,1,/Game/Loki/Core/Missions/HunterMissions/Gunner/LMBSiegeMode/DA_Mission_Gunner_LMBSiegeMode_Base.1
Gunner_RExecute_1,True,True,True,Gunner_RExecute_1,True,True,Gunner_RExecute_1,False,Gunner_RExecute_Base,Production,0.16,HunterMissions,gunner,10000,1,/Game/Loki/Core/Missions/HunterMissions/Gunner/Gunner_RExecute/DA_Mission_Gunner_RExecute_1.1
Gunner_RExecute_2,True,True,True,Gunner_RExecute_2,True,True,Gunner_RExecute_2,False,Gunner_RExecute_Base,Production,0.16,HunterMissions,gunner,20000,1,/Game/Loki/Core/Missions/HunterMissions/Gunner/Gunner_RExecute/DA_Mission_Gunner_RExecute_2.1
Gunner_RExecute_3,True,True,True,Gunner_RExecute_3,True,True,Gunner_RExecute_3,False,Gunner_RExecute_Base,Production,0.16,HunterMissions,gunner,20000,1,/Game/Loki/Core/Missions/HunterMissions/Gunner/Gunner_RExecute/DA_Mission_Gunner_RExecute_3.1
Gunner_RExecute_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,gunner,,1,/Game/Loki/Core/Missions/HunterMissions/Gunner/Gunner_RExecute/DA_Mission_Gunner_RExecute_Base.1
HookGuy_HooksOnHeroes_1,True,False,False,KingpinHookMission_1,True,False,,False,HookGuy_HooksOnHeroes_Base,Production,0.16,HunterMissions,hookguy,10000,1,/Game/Loki/Core/Missions/HunterMissions/HookGuy/DA_Mission_HookGuy_HooksOnHeroes_1.1
HookGuy_HooksOnHeroes_2,True,False,False,KingpinHookMission_2,True,False,,False,HookGuy_HooksOnHeroes_Base,Production,0.16,HunterMissions,hookguy,20000,1,/Game/Loki/Core/Missions/HunterMissions/HookGuy/DA_Mission_HookGuy_HooksOnHeroes_2.1
HookGuy_HooksOnHeroes_3,True,False,False,KingpinHookMission_3,True,False,,False,HookGuy_HooksOnHeroes_Base,Production,0.16,HunterMissions,hookguy,20000,1,/Game/Loki/Core/Missions/HunterMissions/HookGuy/DA_Mission_HookGuy_HooksOnHeroes_3.1
HookGuy_HooksOnHeroes_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,hookguy,,1,/Game/Loki/Core/Missions/HunterMissions/HookGuy/DA_Mission_HookGuy_HooksOnHeroes_Base.1
HookGuy_Passive_1,True,False,False,KingpinPassive_1,True,False,,False,HookGuy_Passive_Base,Production,0.16,HunterMissions,hookguy,10000,1,/Game/Loki/Core/Missions/HunterMissions/HookGuy/PassiveStacks/DA_Mission_HookGuy_Passive_1.1
HookGuy_Passive_2,True,False,False,KingpinPassive_2,True,False,,False,HookGuy_Passive_Base,Production,0.16,HunterMissions,hookguy,20000,1,/Game/Loki/Core/Missions/HunterMissions/HookGuy/PassiveStacks/DA_Mission_HookGuy_Passive_2.1
HookGuy_Passive_3,True,False,False,KingpinPassive_3,True,False,,False,HookGuy_Passive_Base,Production,0.16,HunterMissions,hookguy,20000,1,/Game/Loki/Core/Missions/HunterMissions/HookGuy/PassiveStacks/DA_Mission_HookGuy_Passive_3.1
HookGuy_Passive_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,hookguy,,1,/Game/Loki/Core/Missions/HunterMissions/HookGuy/PassiveStacks/DA_Mission_HookGuy_Passive_Base.1
Hookguy_AbyssElbowDrop_1,True,False,False,HookguyAbyssalElbowDrop1,True,False,,False,Hookguy_AbyssElbowDrop_Base,Production,0.16,HunterMissions,hookguy,10000,1,/Game/Loki/Core/Missions/HunterMissions/HookGuy/PrimalSlam/DA_Mission_Hookguy_AbyssElbowDrop_1.1
Hookguy_AbyssElbowDrop_2,True,False,False,HookguyAbyssalElbowDrop2,True,False,,False,Hookguy_AbyssElbowDrop_Base,Production,0.16,HunterMissions,hookguy,20000,1,/Game/Loki/Core/Missions/HunterMissions/HookGuy/PrimalSlam/DA_Mission_Hookguy_AbyssElbowDrop_2.1
Hookguy_AbyssElbowDrop_3,True,False,False,HookguyAbyssalElbowDrop3,True,False,,False,Hookguy_AbyssElbowDrop_Base,Production,0.16,HunterMissions,hookguy,20000,1,/Game/Loki/Core/Missions/HunterMissions/HookGuy/PrimalSlam/DA_Mission_Hookguy_AbyssElbowDrop_3.1
Hookguy_AbyssElbowDrop_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,hookguy,1000,1,/Game/Loki/Core/Missions/HunterMissions/HookGuy/PrimalSlam/DA_Mission_Hookguy_AbyssElbowDrop_Base.1
Huntress_DamageWithRainBase,True,False,False,,False,False,,True,,Never,,HunterMissions,Huntress,1000,1,/Game/Loki/Core/Missions/HunterMissions/Huntress/HardRain/DA_Mission_Huntress_DamageWithRainBase.1
Huntress_DamageWithRain_1,True,False,False,Huntress_RainOfArrowsDamageMission_01,True,False,,False,Huntress_DamageWithRainBase,Production,0.16,HunterMissions,Huntress,10000,1,/Game/Loki/Core/Missions/HunterMissions/Huntress/HardRain/DA_Mission_Huntress_DamageWithRain_1.1
Huntress_DamageWithRain_2,True,False,False,Huntress_RainOfArrowsDamageMission_02,True,False,,False,Huntress_DamageWithRainBase,Production,0.16,HunterMissions,Huntress,20000,1,/Game/Loki/Core/Missions/HunterMissions/Huntress/HardRain/DA_Mission_Huntress_DamageWithRain_2.1
Huntress_DamageWithRain_3,True,False,False,Huntress_RainOfArrowsDamageMission_03,True,False,,False,Huntress_DamageWithRainBase,Production,0.16,HunterMissions,Huntress,20000,1,/Game/Loki/Core/Missions/HunterMissions/Huntress/HardRain/DA_Mission_Huntress_DamageWithRain_3.1
Huntress_LMBPincushion_1,True,False,False,HuntressLMBPincushionMission_1,True,False,,False,Huntress_LMBPincushion_Base,Production,0.16,HunterMissions,Huntress,10000,1,/Game/Loki/Core/Missions/HunterMissions/Huntress/LMBPincushion/DA_Mission_Huntress_LMBPincushion_1.1
Huntress_LMBPincushion_2,True,False,False,HuntressLMBPincushionMission_2,True,False,,False,Huntress_LMBPincushion_Base,Production,0.16,HunterMissions,Huntress,20000,1,/Game/Loki/Core/Missions/HunterMissions/Huntress/LMBPincushion/DA_Mission_Huntress_LMBPincushion_2.1
Huntress_LMBPincushion_3,True,False,False,HuntressLMBPincushionMission_3,True,False,,False,Huntress_LMBPincushion_Base,Production,0.16,HunterMissions,Huntress,20000,1,/Game/Loki/Core/Missions/HunterMissions/Huntress/LMBPincushion/DA_Mission_Huntress_LMBPincushion_3.1
Huntress_LMBPincushion_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,Huntress,,1,/Game/Loki/Core/Missions/HunterMissions/Huntress/LMBPincushion/DA_Mission_Huntress_LMBPincushion_Base.1
Huntress_RMBStun_1,True,True,True,Huntress_RMBStun_1,True,True,Huntress_RMBStun_1,False,Huntress_RMBStun_Base,Production,0.16,HunterMissions,Huntress,10000,1,/Game/Loki/Core/Missions/HunterMissions/Huntress/RMBStun/DA_Mission_Huntress_RMBStun_1.1
Huntress_RMBStun_2,True,True,True,Huntress_RMBStun_2,True,True,Huntress_RMBStun_2,False,Huntress_RMBStun_Base,Production,0.16,HunterMissions,Huntress,20000,1,/Game/Loki/Core/Missions/HunterMissions/Huntress/RMBStun/DA_Mission_Huntress_RMBStun_2.1
Huntress_RMBStun_3,True,True,True,Huntress_RMBStun_3,True,True,Huntress_RMBStun_3,False,Huntress_RMBStun_Base,Production,0.16,HunterMissions,Huntress,20000,1,/Game/Loki/Core/Missions/HunterMissions/Huntress/RMBStun/DA_Mission_Huntress_RMBStun_3.1
Huntress_RMBStun_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,Huntress,,1,/Game/Loki/Core/Missions/HunterMissions/Huntress/RMBStun/DA_Mission_Huntress_RMBStun_Base.1
NewOnboarding_CompleteBasicTraining,True,False,False,CompleteBasicTraining,True,False,,False,,Production,0.16,TutorialMaps,,,1,/Game/Loki/Core/Missions/NewOnboarding/DA_Mission_NewOnboarding_CompleteBasicTraining.1
NewOnboarding_CompleteObjectivesChallenge,True,False,False,CompleteObjectivesChallenge,True,False,,False,,Production,0.16,TutorialMaps,,,1,/Game/Loki/Core/Missions/NewOnboarding/DA_Mission_NewOnboarding_CompleteObjectivesChallenge.1
NewOnboarding_CompleteSpikingChallenge,True,False,False,CompleteSpikingChallenge,True,False,,False,,Production,0.16,TutorialMaps,,,1,/Game/Loki/Core/Missions/NewOnboarding/DA_Mission_NewOnboarding_CompleteSpikingChallenge.1
NewOnboarding_CompleteTraversalChallenge,True,False,False,CompleteTraversalChallenge,True,False,,False,,Production,0.16,TutorialMaps,,,1,/Game/Loki/Core/Missions/NewOnboarding/DA_Mission_NewOnboarding_CompleteTraversalChallenge.1
NewOnboarding_PlayCoopvAIMatch,True,False,False,CompleteCoopVAi,True,False,,False,,Production,0.16,TutorialMaps,,,1,/Game/Loki/Core/Missions/NewOnboarding/DA_Mission_NewOnboarding_PlayCoopvAIMatch.1
NewOnboarding_PlayTriosMatch,True,False,False,PlayTriosMatch,True,False,,False,,Production,0.16,TutorialMaps,,,1,/Game/Loki/Core/Missions/NewOnboarding/DA_Mission_NewOnboarding_PlayTriosMatch.1
Oath_BlockDamageWithRMB_1,True,True,True,Oath_BlockDamageWithRMB_1,True,True,Oath_BlockDamageWithRMB_1,False,Oath_BlockDamageWithRMB_Base,Production,0.16,HunterMissions,SHIELDBOT,10000,1,/Game/Loki/Core/Missions/HunterMissions/Oath/OathBlockDamageWithRMB/DA_Mission_Oath_BlockDamageWithRMB_1.1
Oath_BlockDamageWithRMB_2,True,True,True,Oath_BlockDamageWithRMB_2,True,True,Oath_BlockDamageWithRMB_2,False,Oath_BlockDamageWithRMB_Base,Production,0.16,HunterMissions,SHIELDBOT,20000,1,/Game/Loki/Core/Missions/HunterMissions/Oath/OathBlockDamageWithRMB/DA_Mission_Oath_BlockDamageWithRMB_2.1
Oath_BlockDamageWithRMB_3,True,True,True,Oath_BlockDamageWithRMB_3,True,True,Oath_BlockDamageWithRMB_3,False,Oath_BlockDamageWithRMB_Base,Production,0.16,HunterMissions,SHIELDBOT,20000,1,/Game/Loki/Core/Missions/HunterMissions/Oath/OathBlockDamageWithRMB/DA_Mission_Oath_BlockDamageWithRMB_3.1
Oath_BlockDamageWithRMB_Base,True,False,False,,False,False,,True,,Never,,HunterMissions,SHIELDBOT,,1,/Game/Loki/Core/Missions/HunterMissions/Oath/OathBlockDamageWithRMB/DA_Mission_Oath_BlockDamageWithRMB_Base.1
Oath_RezAllies_1,True,False,False,OathRezAlliesMission_1,True,False,,False,Oath_RezAllies_Base,Production,0.16,HunterMissions,SHIELDBOT,10000,1,/Game/Loki/Core/Missions/HunterMissions/Oath/ReviveAllies/DA_Mission_Oath_RezAllies_1.1
